Story Number,Story Title,Story URL,Expected Title,Target Repository,Domain
196,Cost: Maintain Standard/Last/Average Cost with Audit,https://github.com/louisburroughs/durion/issues/196,[BACKEND] [STORY] Cost: Maintain Standard/Last/Average Cost with Audit,louisburroughs/durion-positivity-backend
195,Master: Set Product Lifecycle State (Active/Discontinued) with Effective Dates,https://github.com/louisburroughs/durion/issues/195,[BACKEND] [STORY] Master: Set Product Lifecycle State (Active/Discontinued) with Effective Dates,louisburroughs/durion-positivity-backend
194,Master: Manage UOM and Pack/Case Conversions,https://github.com/louisburroughs/durion/issues/194,[BACKEND] [STORY] Master: Manage UOM and Pack/Case Conversions,louisburroughs/durion-positivity-backend
193,Master: Create Product Record (Part/Tire) with Identifiers and Attributes,https://github.com/louisburroughs/durion/issues/193,[BACKEND] [STORY] Master: Create Product Record (Part/Tire) with Identifiers and Attributes,louisburroughs/durion-positivity-backend
178,Pricing: Maintain MSRP per Product with Effective Dates,https://github.com/louisburroughs/durion/issues/178,[BACKEND] [STORY] Pricing: Maintain MSRP per Product with Effective Dates,louisburroughs/durion-positivity-backend
177,Cost: Store Supplier/Vendor Cost Tiers (Optional),https://github.com/louisburroughs/durion/issues/177,[BACKEND] [STORY] Cost: Store Supplier/Vendor Cost Tiers (Optional),louisburroughs/durion-positivity-backend
176,Cost: Maintain Standard/Last/Average Cost with Audit,https://github.com/louisburroughs/durion/issues/176,[BACKEND] [STORY] Cost: Maintain Standard/Last/Average Cost with Audit,louisburroughs/durion-positivity-backend
24,Approval: Invalidate Approval on Estimate Revision,https://github.com/louisburroughs/durion/issues/24,[BACKEND] [STORY] Approval: Invalidate Approval on Estimate Revision,louisburroughs/durion-positivity-backend
23,Approval: Handle Approval Expiration,https://github.com/louisburroughs/durion/issues/23,[BACKEND] [STORY] Approval: Handle Approval Expiration,louisburroughs/durion-positivity-backend
22,Approval: Record Partial Approval,https://github.com/louisburroughs/durion/issues/22,[BACKEND] [STORY] Approval: Record Partial Approval,louisburroughs/durion-positivity-backend
21,Approval: Capture In-Person Customer Approval,https://github.com/louisburroughs/durion/issues/21,[BACKEND] [STORY] Approval: Capture In-Person Customer Approval,louisburroughs/durion-positivity-backend
20,Approval: Capture Digital Customer Approval,https://github.com/louisburroughs/durion/issues/20,[BACKEND] [STORY] Approval: Capture Digital Customer Approval,louisburroughs/durion-positivity-backend
13,Estimate: Create Draft Estimate,https://github.com/louisburroughs/durion/issues/13,[BACKEND] [STORY] Estimate: Create Draft Estimate,louisburroughs/durion-positivity-backend
