Story Number,Story Title,Story URL,Expected Title,Target Repository,Domain
203,Workexec: Persist Immutable Pricing Snapshot for Estimate/WO Line,https://github.com/louisburroughs/durion/issues/203,[FRONTEND] [STORY] Workexec: Persist Immutable Pricing Snapshot for Estimate/WO Line,louisburroughs/durion-moqui-frontend
202,Workexec: Price Product for Estimate Line (Location + Customer Tier),https://github.com/louisburroughs/durion/issues/202,[FRONTEND] [STORY] Workexec: Price Product for Estimate Line (Location + Customer Tier),louisburroughs/durion-moqui-frontend
201,StorePrice: Set Location Store Price Override within Guardrails,https://github.com/louisburroughs/durion/issues/201,[FRONTEND] [STORY] StorePrice: Set Location Store Price Override within Guardrails,louisburroughs/durion-moqui-frontend
200,StorePrice: Sync Locations from durion-hr for Pricing Scope,https://github.com/louisburroughs/durion/issues/200,[FRONTEND] [STORY] StorePrice: Sync Locations from durion-hr for Pricing Scope,louisburroughs/durion-moqui-frontend
199,Pricing: Define Base Company Price Book Rules,https://github.com/louisburroughs/durion/issues/199,[FRONTEND] [STORY] Pricing: Define Base Company Price Book Rules,louisburroughs/durion-moqui-frontend
198,Pricing: Maintain MSRP per Product with Effective Dates,https://github.com/louisburroughs/durion/issues/198,[FRONTEND] [STORY] Pricing: Maintain MSRP per Product with Effective Dates,louisburroughs/durion-moqui-frontend
197,Cost: Store Supplier/Vendor Cost Tiers (Optional),https://github.com/louisburroughs/durion/issues/197,[FRONTEND] [STORY] Cost: Store Supplier/Vendor Cost Tiers (Optional),louisburroughs/durion-moqui-frontend
196,Cost: Maintain Standard/Last/Average Cost with Audit,https://github.com/louisburroughs/durion/issues/196,[FRONTEND] [STORY] Cost: Maintain Standard/Last/Average Cost with Audit,louisburroughs/durion-moqui-frontend
195,Master: Set Product Lifecycle State (Active/Discontinued) with Effective Dates,https://github.com/louisburroughs/durion/issues/195,[FRONTEND] [STORY] Master: Set Product Lifecycle State (Active/Discontinued) with Effective Dates,louisburroughs/durion-moqui-frontend
194,Master: Manage UOM and Pack/Case Conversions,https://github.com/louisburroughs/durion/issues/194,[FRONTEND] [STORY] Master: Manage UOM and Pack/Case Conversions,louisburroughs/durion-moqui-frontend
193,Master: Create Product Record (Part/Tire) with Identifiers and Attributes,https://github.com/louisburroughs/durion/issues/193,[FRONTEND] [STORY] Master: Create Product Record (Part/Tire) with Identifiers and Attributes,louisburroughs/durion-moqui-frontend
178,Pricing: Maintain MSRP per Product with Effective Dates,https://github.com/louisburroughs/durion/issues/178,[FRONTEND] [STORY] Pricing: Maintain MSRP per Product with Effective Dates,louisburroughs/durion-moqui-frontend
177,Cost: Store Supplier/Vendor Cost Tiers (Optional),https://github.com/louisburroughs/durion/issues/177,[FRONTEND] [STORY] Cost: Store Supplier/Vendor Cost Tiers (Optional),louisburroughs/durion-moqui-frontend
176,Cost: Maintain Standard/Last/Average Cost with Audit,https://github.com/louisburroughs/durion/issues/176,[FRONTEND] [STORY] Cost: Maintain Standard/Last/Average Cost with Audit,louisburroughs/durion-moqui-frontend
23,Approval: Handle Approval Expiration,https://github.com/louisburroughs/durion/issues/23,[FRONTEND] [STORY] Approval: Handle Approval Expiration,louisburroughs/durion-moqui-frontend
22,Approval: Record Partial Approval,https://github.com/louisburroughs/durion/issues/22,[FRONTEND] [STORY] Approval: Record Partial Approval,louisburroughs/durion-moqui-frontend
21,Approval: Capture In-Person Customer Approval,https://github.com/louisburroughs/durion/issues/21,[FRONTEND] [STORY] Approval: Capture In-Person Customer Approval,louisburroughs/durion-moqui-frontend
20,Approval: Capture Digital Customer Approval,https://github.com/louisburroughs/durion/issues/20,[FRONTEND] [STORY] Approval: Capture Digital Customer Approval,louisburroughs/durion-moqui-frontend
13,Estimate: Create Draft Estimate,https://github.com/louisburroughs/durion/issues/13,[FRONTEND] [STORY] Estimate: Create Draft Estimate,louisburroughs/durion-moqui-frontend
